,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,text_clean,label_id,ESG_Label,Impact_Level_Code,ESG_Controversy,Year,Sentiment_Code
1577,1577,1577,1577,1577,2025-07-06,Consumer confidence index reaches a decade high,Yahoo Finance,Regulatory Compliance Failure,FTSE 100,0.38,335.2,Negative,Transportation,High,JPMorgan Chase,https://www.ft.com/content/tech-sector-innovation,consumer confidence index reaches a decade high,1,Governance,2,1,2025,-1.0
1578,1578,1578,1578,1578,2025-02-05,New housing data release shows a slowdown in market activity,The Motley Fool,Antitrust Investigation,FTSE 100,0.22,253.25,Negative,Pharmaceuticals,Medium,Bank of America,https://www.wsj.com/japan/economic-data-release,new housing data release shows a slowdown in market activity,0,Governance,1,1,2025,-1.0
1579,1579,1579,1579,1579,2025-04-09,Consumer Discretionary stocks outperform as spending increases,Seeking Alpha,Labor Rights Violation,Hang Seng,-3.53,450.1,Negative,Utilities,High,Exxon Mobil,https://www.marketwatch.com/story/commodities-price-shock,consumer discretionary stocks outperform as spending increases,17,Social,2,1,2025,-1.0
1580,1580,1580,1580,1580,2025-07-12,Record-high inflation data rattles investors,Investopedia,Product Safety Recall,BSE Sensex,3.34,406.63,Positive,Utilities,Medium,Lockheed Martin,https://www.bloomberg.com/australia/asx-200-performance,record high inflation data rattles investors,8,Social,1,1,2025,1.0
1581,1581,1581,1581,1581,2025-04-20,A massive data breach sends a tech company's stock tumbling,Times of India,Antitrust Investigation,KOSPI,4.85,36.23,Neutral,Retail,Medium,Ford Motor Company,https://www.investopedia.com/articles/supply-chain-disruption,a massive data breach sends a tech company's stock tumbling,12,Governance,1,1,2025,0.0
1582,1582,1582,1582,1582,2025-02-14,Government policy shift boosts renewable energy sector,The Motley Fool,Accounting Fraud Investigation,NSE Nifty,3.55,374.34,Neutral,Automotive,Medium,Exxon Mobil,https://www.moneycontrol.com/us-markets/dow-jones-industrial,government policy shift boosts renewable energy sector,12,Governance,1,1,2025,0.0
1583,1583,1583,1583,1583,2025-05-08,Real Estate sector shows signs of overheating as interest rates fall,Yahoo Finance,Regulatory Compliance Failure,FTSE 100,,383.78,Positive,Retail,Low,Bank of America,https://www.reuters.com/markets/indices/ftse-100,real estate sector shows signs of overheating as interest rates fall,14,Governance,0,0,2025,1.0
1584,1584,1584,1584,1584,2025-02-20,Banking stocks dip after a major scandal is revealed,Times of India,Executive Misconduct,Nikkei 225,-2.55,470.97,Negative,Technology,High,Bank of America,https://www.reuters.com/business/energy/oil-market-update,banking stocks dip after a major scandal is revealed,14,Governance,2,1,2025,-1.0
1585,1585,1585,1585,1585,2025-03-29,Merger talks between two banks fall through,The Hindu Business Line,Accounting Fraud Investigation,Shanghai Composite,2.55,430.53,Neutral,Healthcare,Medium,JPMorgan Chase,https://www.wsj.com/japan/economic-data-release,merger talks between two banks fall through,0,Governance,1,1,2025,0.0
1586,1586,1586,1586,1586,2025-08-13,New regulations on cryptocurrencies cause a market dip,Barron's,Worker Strike,Shanghai Composite,2.7,179.59,Neutral,Industrials,Low,JPMorgan Chase,https://www.reuters.com/business/retail-sector-earnings,new regulations on cryptocurrencies cause a market dip,8,Social,0,0,2025,0.0
1587,1587,1587,1587,1587,2025-05-31,Major technology firm acquires a smaller rival in a multi-billion dollar deal,CNBC,Accounting Fraud Investigation,Nikkei 225,1.94,128.69,Negative,Energy,High,Apple Inc.,https://www.theeconomist.com/world/government-policy-announcement,major technology firm acquires a smaller rival in a multi billion dollar deal,4,Governance,2,1,2025,-1.0
1588,1588,1588,1588,1588,2025-07-29,Utilities sector remains stable during market fluctuations,Bloomberg,Environmental Spill,S&P/TSX Composite,-1.01,306.89,,Aerospace & Defense,Medium,JPMorgan Chase,https://www.investopedia.com/articles/government-policy-announcement,utilities sector remains stable during market fluctuations,2,Environmental,1,1,2025,
1589,1589,1589,1589,1589,2025-04-17,Government subsidy program gives a lift to the agriculture sector,CNBC,Antitrust Investigation,IBOVESPA,-0.23,206.46,Negative,Utilities,Low,JPMorgan Chase,https://www.business-standard.com/international-business/trade-policy,government subsidy program gives a lift to the agriculture sector,11,Governance,0,0,2025,-1.0
1590,1590,1590,1590,1590,2025-06-01,Crude oil prices drop to a multi-year low,The Hindu Business Line,Product Safety Recall,IBOVESPA,-3.13,450.52,Negative,Transportation,High,Ford Motor Company,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,crude oil prices drop to a multi year low,17,Social,2,1,2025,-1.0
1591,1591,1591,1591,1591,2025-04-29,Central Bank Governor signals potential shift in policy,Business Standard,Antitrust Investigation,BSE Sensex,4.6,177.54,Positive,Healthcare,Low,General Motors,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,central bank governor signals potential shift in policy,15,Governance,0,0,2025,1.0
1592,1592,1592,1592,1592,2025-03-03,Financial services stocks rally on strong profit margins,Investopedia,Accounting Fraud Investigation,Dow Jones,-0.26,122.7,Negative,Consumer Goods,High,Lockheed Martin,https://www.cnbc.com/2025/09/automotive-industry-trends,financial services stocks rally on strong profit margins,10,Governance,2,1,2025,-1.0
1593,1593,1593,1593,1593,2025-06-20,Government spending bill is expected to stimulate the economy,Seeking Alpha,Executive Misconduct,S&P/TSX Composite,0.5,458.52,,Media & Entertainment,Medium,Exxon Mobil,https://www.moneycontrol.com/us-markets/nasdaq-composite,government spending bill is expected to stimulate the economy,6,Governance,1,1,2025,
1594,1594,1594,1594,1594,2025-03-09,Bond yields tumble as investors seek safe havens,Times of India,Accounting Fraud Investigation,Nikkei 225,-2.14,324.18,Neutral,Materials,Medium,Bank of America,https://www.moneycontrol.com/us-markets/dow-jones-industrial,bond yields tumble as investors seek safe havens,4,Governance,1,1,2025,0.0
1595,1595,1595,1595,1595,2025-04-12,Market braces for a major policy announcement from the EU,Wall Street Journal,Accounting Fraud Investigation,FTSE 100,1.54,360.05,Neutral,Retail,Low,Microsoft,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,market braces for a major policy announcement from the eu,6,Governance,0,0,2025,0.0
1596,1596,1596,1596,1596,2025-07-23,Government spending bill is expected to stimulate the economy,Forbes,Antitrust Investigation,Euro Stoxx 50,0.43,84.41,Negative,Agriculture,High,Microsoft,https://www.theeconomist.com/world/government-policy-announcement,government spending bill is expected to stimulate the economy,12,Governance,2,1,2025,-1.0
1597,1597,1597,1597,1597,2025-06-25,Retail sales report surpasses all forecasts,MarketWatch,Environmental Spill,BSE Sensex,3.05,392.94,Positive,Automotive,Low,Bank of America,https://www.reuters.com/business/energy/oil-market-update,retail sales report surpasses all forecasts,2,Environmental,0,0,2025,1.0
1598,1598,1598,1598,1598,2025-06-18,Semiconductor shortages weigh heavily on tech sector profits,Forbes,Antitrust Investigation,FTSE 100,-1.98,33.57,Positive,Agriculture,Low,JPMorgan Chase,,semiconductor shortages weigh heavily on tech sector profits,6,Governance,0,0,2025,1.0
1599,1599,1599,1599,1599,2025-07-30,Crude oil prices drop to a multi-year low,Mint,Regulatory Compliance Failure,Nasdaq Composite,4.86,294.33,Negative,Pharmaceuticals,Medium,Apple Inc.,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,crude oil prices drop to a multi year low,18,Governance,1,1,2025,-1.0
1600,1600,1600,1600,1600,2025-06-30,Energy company's dividend hike excites shareholders,The Hindu Business Line,Accounting Fraud Investigation,Shanghai Composite,,130.14,Positive,Aerospace & Defense,Low,General Motors,https://www.cnbc.com/2025/10/real-estate-market-analysis,energy company's dividend hike excites shareholders,5,Governance,0,0,2025,1.0
1601,1601,1601,1601,1601,2025-04-06,Supply chain issues impact manufacturing sector earnings,Reuters,Executive Misconduct,BSE Sensex,2.8,428.79,Neutral,Industrials,Low,Chevron Corporation,https://www.reuters.com/markets/indices/ftse-100,supply chain issues impact manufacturing sector earnings,18,Governance,0,0,2025,0.0
1602,1602,1602,1602,1602,2025-07-12,China's Shanghai Composite falls after new trade restrictions,Forbes,Antitrust Investigation,IBOVESPA,-3.24,278.08,Negative,Materials,High,Intel,https://www.wsj.com/china/market-rally,china's shanghai composite falls after new trade restrictions,15,Governance,2,1,2025,-1.0
1603,1603,1603,1603,1603,2025-04-02,Major oil spill sends energy stocks plummeting,Business Standard,Product Safety Recall,ASX 200,-2.64,262.69,,Agriculture,Low,Chevron Corporation,https://www.theeconomist.com/finance-and-economics/trade-tariffs,major oil spill sends energy stocks plummeting,17,Social,0,0,2025,
1604,1604,1604,1604,1604,2025-03-07,Semiconductor shortages weigh heavily on tech sector profits,Barron's,Accounting Fraud Investigation,NSE Nifty,4.17,395.38,Negative,Retail,Medium,JPMorgan Chase,https://www.cnbc.com/2025/09/automotive-industry-trends,semiconductor shortages weigh heavily on tech sector profits,1,Governance,1,1,2025,-1.0
1605,1605,1605,1605,1605,2025-05-19,A massive data breach sends a tech company's stock tumbling,Yahoo Finance,Regulatory Compliance Failure,CAC 40,-2.89,417.06,Neutral,Media & Entertainment,Medium,Ford Motor Company,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,a massive data breach sends a tech company's stock tumbling,12,Governance,1,1,2025,0.0
1606,1606,1606,1606,1606,2025-02-13,Dow Jones plunges as market fears recession,Economic Times,Accounting Fraud Investigation,DAX,4.09,108.39,Positive,Energy,Medium,Bank of America,https://www.forbes.com/crypto/cryptocurrency-regulation,dow jones plunges as market fears recession,15,Governance,1,1,2025,1.0
1607,1607,1607,1607,1607,2025-05-27,Central bank maintains status quo on interest rates,Reuters,Antitrust Investigation,Euro Stoxx 50,,415.48,Negative,Technology,High,Apple Inc.,https://www.cnbc.com/2025/12/healthcare-sector-outlook,central bank maintains status quo on interest rates,0,Governance,2,1,2025,-1.0
1608,1608,1608,1608,1608,2025-06-16,Crude oil prices drop to a multi-year low,The Motley Fool,Executive Misconduct,Nasdaq Composite,3.32,31.1,Negative,Real Estate,High,Microsoft,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,crude oil prices drop to a multi year low,12,Governance,2,1,2025,-1.0
1609,1609,1609,1609,1609,2025-04-04,Consumer confidence index reaches a decade high,Seeking Alpha,Antitrust Investigation,Russell 2000,3.88,145.19,Neutral,Technology,Low,Ford Motor Company,https://www.ft.com/content/tech-sector-innovation,consumer confidence index reaches a decade high,15,Governance,0,0,2025,0.0
1610,1610,1610,1610,1610,2025-02-05,Quarterly report shows surprising losses for retail giants,The Hindu Business Line,Antitrust Investigation,Hang Seng,-0.9,380.66,Positive,Aerospace & Defense,Low,General Motors,https://timesofindia.indiatimes.com/business/agriculture-sector,quarterly report shows surprising losses for retail giants,10,Governance,0,0,2025,1.0
1611,1611,1611,1611,1611,2025-07-03,,Forbes,Regulatory Compliance Failure,BSE Sensex,-2.18,157.23,Positive,Technology,Low,General Motors,https://economictimes.indiatimes.com/industry/industrials,,9,Governance,0,0,2025,1.0
1612,1612,1612,1612,1612,2025-03-14,Energy company's dividend hike excites shareholders,The Economist,Regulatory Compliance Failure,S&P/TSX Composite,-4.9,9.06,Positive,Transportation,Low,Ford Motor Company,https://www.business-standard.com/economy/trade-disputes-impact,energy company's dividend hike excites shareholders,15,Governance,0,0,2025,1.0
1613,1613,1613,1613,1613,2025-07-27,Manufacturing PMI data signals economic expansion,CNBC,Regulatory Compliance Failure,TSX,1.03,113.08,Negative,Aerospace & Defense,High,Apple Inc.,https://www.business-standard.com/finance/corporate-earnings,manufacturing pmi data signals economic expansion,5,Governance,2,1,2025,-1.0
1614,1614,1614,1614,1614,2025-03-27,Automotive industry faces headwinds from rising material costs,Forbes,Regulatory Compliance Failure,BSE Sensex,4.79,130.48,Positive,Pharmaceuticals,Medium,JPMorgan Chase,https://www.ft.com/content/consumer-confidence-report,automotive industry faces headwinds from rising material costs,12,Governance,1,1,2025,1.0
1615,1615,1615,1615,1615,2025-08-10,"Global trade talks collapse, causing market turmoil",Economic Times,Antitrust Investigation,Russell 2000,-0.2,117.74,Positive,Consumer Goods,Medium,Intel,https://www.wsj.com/europe/dax-performance,"global trade talks collapse, causing market turmoil",0,Governance,1,1,2025,1.0
1616,1616,1616,1616,1616,2025-05-05,Dow Jones plunges as market fears recession,Seeking Alpha,Accounting Fraud Investigation,DAX,3.63,315.79,Negative,Aerospace & Defense,Medium,Microsoft,https://www.business-standard.com/economy/trade-disputes-impact,dow jones plunges as market fears recession,9,Governance,1,1,2025,-1.0
1617,1617,1617,1617,1617,2025-03-27,Consumer confidence index reaches a decade high,Financial Times,Antitrust Investigation,Nasdaq Composite,-3.73,365.03,Neutral,Healthcare,Low,Chevron Corporation,https://www.cnbc.com/2025/11/major-merger-deal-approved,consumer confidence index reaches a decade high,15,Governance,0,0,2025,0.0
1618,1618,1618,1618,1618,2025-07-04,Financial services stocks rally on strong profit margins,Business Standard,Accounting Fraud Investigation,CAC 40,-3.23,133.32,Negative,Transportation,High,Intel,https://economictimes.indiatimes.com/news/transportation,financial services stocks rally on strong profit margins,14,Governance,2,1,2025,-1.0
1619,1619,1619,1619,1619,2025-02-27,Automotive industry faces headwinds from rising material costs,The Hindu Business Line,Accounting Fraud Investigation,Shanghai Composite,1.84,398.67,Neutral,Automotive,Medium,Chevron Corporation,https://www.business-standard.com/international-business/trade-policy,automotive industry faces headwinds from rising material costs,18,Governance,1,1,2025,0.0
1620,1620,1620,1620,1620,2025-04-14,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Reuters,Executive Misconduct,Euro Stoxx 50,-3.5,104.12,Negative,Construction,Low,Exxon Mobil,https://www.marketwatch.com/story/commodities-price-shock,tech giant's new product launch sparks sector wide gains,6,Governance,0,0,2025,-1.0
1621,1621,1621,1621,1621,2025-02-03,Bond yields tumble as investors seek safe havens,CNBC,Executive Misconduct,Nikkei 225,-2.69,16.51,,Construction,Low,Exxon Mobil,https://www.investopedia.com/articles/government-policy-announcement,bond yields tumble as investors seek safe havens,18,Governance,0,0,2025,
1622,1622,1622,1622,1622,2025-05-10,,CNBC,Executive Misconduct,TSX,2.01,335.2,Negative,Media & Entertainment,High,Lockheed Martin,https://www.ft.com/content/media-entertainment-merger,,14,Governance,2,1,2025,-1.0
1623,1623,1623,1623,1623,2025-08-05,Consumer confidence index reaches a decade high,MarketWatch,Accounting Fraud Investigation,Shanghai Composite,4.87,379.21,Negative,Agriculture,High,Lockheed Martin,https://www.wsj.com/china/market-regulation,consumer confidence index reaches a decade high,16,Governance,2,1,2025,-1.0
